spf_pass,dkim_pass,dmarc_pass,num_links,num_urgency_keywords,num_link_mismatches,brand_mismatch,embedded_address_mismatch,generic_authority_sender,suspicious_local_part,reply_to_mismatch,homograph_domain,filename,label
1,1,1,13,0,0,0,0,0,0,0,0,eml_1031.eml,0
1,1,1,0,0,0,0,0,0,0,0,0,eml_1052.eml,0
1,1,1,53,0,0,0,0,0,0,0,0,eml_1084.eml,0
1,1,1,0,0,0,0,0,0,0,0,0,eml_1134.eml,0
1,1,1,52,0,0,0,0,0,0,1,0,eml_1144.eml,0
1,1,1,10,0,0,0,0,0,0,0,0,eml_1171.eml,0
0,0,0,0,0,0,0,0,0,0,0,0,eml_1253.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_1274.eml,0
1,1,1,8,0,0,0,0,0,0,0,0,eml_1296.eml,0
1,1,1,0,0,1,0,0,0,0,0,0,eml_1308.eml,0
1,1,1,19,1,0,1,0,0,0,0,0,eml_1311.eml,0
1,1,1,13,0,1,0,0,0,0,0,0,eml_1324.eml,0
1,1,1,41,0,0,0,0,0,0,1,0,eml_1333.eml,0
1,1,1,11,0,0,0,0,0,0,0,0,eml_1339.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_1353.eml,0
1,1,1,0,0,1,0,0,0,0,0,0,eml_1402.eml,0
1,1,1,16,0,1,0,0,0,0,0,0,eml_1464.eml,0
1,1,1,10,0,0,0,0,0,0,0,0,eml_1560.eml,0
1,1,1,21,0,0,0,0,0,0,0,0,eml_1576.eml,0
1,1,1,8,0,0,0,0,0,0,0,0,eml_1629.eml,0
1,1,1,8,0,0,0,0,0,0,0,0,eml_1630.eml,0
1,1,1,7,0,0,0,0,0,0,0,0,eml_1648.eml,0
1,1,1,18,0,0,0,0,0,0,0,0,eml_1717.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_1729.eml,0
1,1,1,9,0,0,0,0,0,0,0,0,eml_1736.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_1742.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_1756.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_1764.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_1792.eml,0
1,1,1,7,0,0,0,0,0,0,0,0,eml_1797.eml,0
1,1,1,8,0,0,0,0,0,0,0,0,eml_1800.eml,0
1,1,1,1,0,0,0,0,0,0,0,0,eml_1805.eml,0
1,1,1,44,0,0,0,0,0,0,0,0,eml_1806.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_1829.eml,0
1,1,1,2,0,0,0,0,0,0,0,0,eml_1841.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_1867.eml,0
1,1,1,65,0,0,0,0,0,0,0,0,eml_1876.eml,0
1,1,1,8,0,0,0,0,0,0,0,0,eml_1877.eml,0
1,1,1,11,0,0,0,0,0,0,0,0,eml_1886.eml,0
1,1,1,18,0,4,0,0,0,0,0,0,eml_1906.eml,0
1,1,1,18,0,5,0,0,0,0,0,0,eml_1908.eml,0
1,1,1,21,0,1,0,0,0,0,0,0,eml_1950.eml,0
1,1,1,0,0,0,0,0,0,0,0,0,eml_1962.eml,0
1,1,1,0,0,0,0,0,0,0,0,0,eml_1974.eml,0
1,1,1,17,0,6,0,0,0,0,0,0,eml_1991.eml,0
1,1,1,11,1,0,0,0,0,0,0,0,eml_2006.eml,0
0,0,0,0,0,0,0,0,0,0,0,0,eml_2007.eml,0
1,1,1,5,0,0,0,0,0,0,0,0,eml_2021.eml,0
1,1,1,14,0,0,0,0,0,0,0,0,eml_2031.eml,0
1,1,1,11,0,1,0,0,0,0,0,0,eml_2060.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_2153.eml,0
1,1,1,2,0,0,0,0,0,0,0,0,eml_2158.eml,0
1,1,1,3,1,0,0,0,0,0,0,0,eml_2167.eml,0
0,0,0,0,0,0,0,0,0,0,0,0,eml_2170.eml,0
1,1,1,17,0,4,0,0,0,0,0,0,eml_2172.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_2186.eml,0
1,1,1,25,0,0,0,0,0,0,0,0,eml_2188.eml,0
1,1,1,16,0,0,0,0,0,0,0,0,eml_2194.eml,0
1,1,1,14,0,0,0,0,0,0,0,0,eml_2212.eml,0
1,1,0,0,0,0,0,0,0,0,0,0,eml_2254.eml,0
1,1,1,5,0,0,0,0,0,0,0,0,eml_2277.eml,0
1,1,1,11,0,0,0,0,0,0,1,0,eml_2278.eml,0
1,1,1,12,0,0,0,0,0,0,1,0,eml_2279.eml,0
1,1,0,9,0,2,0,0,0,0,0,0,eml_2282.eml,0
1,1,1,6,0,0,0,0,0,0,0,0,eml_2371.eml,0
1,1,1,18,0,1,0,0,0,0,0,0,eml_2402.eml,0
1,1,1,2,1,0,0,0,0,0,0,0,eml_2405.eml,0
1,1,1,0,0,1,0,0,0,0,0,0,eml_2445.eml,0
1,1,1,18,0,2,0,0,0,0,0,0,eml_2520.eml,0
1,1,1,18,0,2,0,0,0,0,0,0,eml_2554.eml,0
1,1,1,17,0,2,0,0,0,0,0,0,eml_2578.eml,0
1,1,1,18,0,1,0,0,0,0,0,0,eml_2585.eml,0
1,1,1,18,0,3,0,0,0,0,0,0,eml_2656.eml,0
1,1,1,18,0,6,0,0,0,0,0,0,eml_2657.eml,0
1,1,1,16,0,3,0,0,0,0,0,0,eml_2707.eml,0
1,1,1,18,0,4,0,0,0,0,0,0,eml_2758.eml,0
1,1,1,11,0,0,0,0,0,0,0,0,eml_2770.eml,0
1,1,1,18,0,1,0,0,0,0,0,0,eml_2787.eml,0
1,1,1,11,0,0,0,0,0,0,0,0,eml_2788.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_2818.eml,0
1,1,1,11,0,0,0,0,0,0,0,0,eml_2911.eml,0
1,1,1,18,0,1,0,0,0,0,0,0,eml_2941.eml,0
1,1,1,22,0,6,0,0,0,0,0,0,eml_2963.eml,0
1,1,1,12,0,0,0,0,0,0,0,0,eml_2966.eml,0
1,1,1,18,0,2,0,0,0,0,0,0,eml_2974.eml,0
1,1,1,18,0,5,0,0,0,0,0,0,eml_2989.eml,0
1,1,1,18,1,5,0,0,0,0,0,0,eml_3033.eml,0
1,1,1,5,0,0,0,0,0,0,0,0,eml_3060.eml,0
1,1,1,18,0,1,0,0,0,0,0,0,eml_3064.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_3101.eml,0
1,1,1,17,0,1,0,0,0,0,0,0,eml_3109.eml,0
1,1,1,17,0,5,0,0,0,0,0,0,eml_3113.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_3114.eml,0
1,1,1,17,0,5,0,0,0,0,0,0,eml_3127.eml,0
1,1,1,6,0,0,0,0,0,0,0,0,eml_3153.eml,0
1,1,1,13,1,0,0,0,0,0,0,0,eml_3242.eml,0
1,1,1,23,0,0,0,0,0,0,0,0,eml_3269.eml,0
1,1,1,57,0,0,0,0,0,0,0,0,eml_3272.eml,0
1,1,1,13,0,0,0,0,0,0,0,0,eml_3287.eml,0
1,1,1,11,0,0,1,0,0,0,0,0,eml_3335.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_3437.eml,0
1,1,1,26,0,0,0,0,0,0,0,0,eml_3457.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3459.eml,0
1,1,1,21,0,0,0,0,0,0,0,0,eml_3463.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3467.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3510.eml,0
1,1,1,10,0,0,0,0,0,0,0,0,eml_3562.eml,0
1,1,1,2,0,0,0,0,0,0,0,0,eml_3589.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3680.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_3699.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3715.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3717.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3759.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_3764.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3787.eml,0
1,1,1,5,0,0,0,0,0,0,0,0,eml_3835.eml,0
1,1,1,5,0,0,0,0,0,0,0,0,eml_3873.eml,0
1,1,1,5,0,0,0,0,0,0,0,0,eml_3875.eml,0
1,1,1,5,0,0,0,0,0,0,0,0,eml_3894.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3977.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_3982.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4003.eml,0
1,1,1,18,0,0,0,0,0,0,0,0,eml_4043.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4090.eml,0
1,1,0,0,0,0,0,0,0,0,0,0,eml_4101.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4140.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_4159.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_4175.eml,0
1,1,1,11,0,0,0,0,0,0,0,0,eml_4212.eml,0
1,1,1,5,0,0,0,0,0,0,0,0,eml_4240.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4323.eml,0
1,1,0,22,0,0,0,0,0,0,0,0,eml_4335.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_4345.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4364.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4376.eml,0
1,1,1,0,0,0,0,0,0,0,0,0,eml_4393.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_4399.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4416.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4418.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4419.eml,0
1,1,0,19,0,0,0,0,0,0,0,0,eml_4465.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_4468.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4504.eml,0
1,1,1,11,0,0,0,0,0,0,0,0,eml_4523.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4533.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4538.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4563.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_4598.eml,0
1,1,0,13,0,1,0,0,0,0,0,0,eml_4599.eml,0
1,1,1,3,0,0,0,0,0,0,0,0,eml_4647.eml,0
1,1,1,0,0,0,0,0,0,0,0,0,eml_4648.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,eml_4678.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,Kimi K2.7 Code is now on Ollama's US-hosted cloud.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02177.271ffe8f601916de07520b23fe0d0921.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02178.efa76e272d764da2a8392d836722e5f9.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02179.1aea6799b3c33b025767ad498891bb4e.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02180.634c51a827a89348307b598dda197cdf.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02181.a7e15d16987b4db753c47d2ad7ebc84e.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02182.eca8f053ffd4f6353722c98c07ce781e.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02183.37c8e1fc380f9d2db2421ac4c1bdbe4a.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02184.63621c20176bcd2a19a94a1a99042740.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02185.cb5555815172c9f244e7e5da118fbcdc.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02186.1c49e48d3f59c54735464569429dfd1e.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02187.3f8ea19249f46d941671b62c7a43ca0b.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02188.3a31f5febb420d22b9ee986c4994591d.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02189.87c2e44a35ec0e62b20783d9a29d5c5e.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02190.92b3abc7fadd16370cbc516dcc0d0152.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02191.f0e2c0d69eb3c4571a1b656b2b787003.eml,0
0,0,0,4,1,0,0,0,0,0,0,0,legit_02192.41f1b8c296ad29aad5d34d66834cb265.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02193.cf0b191c8de7d71019c017994531b644.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02194.169397b29153e7036c63ca030b0ebd2e.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02195.6b277d940aa10f421b1eb0aa9b540e50.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02196.9b6d21c546d5814dc10c9f87b1bfd945.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02197.8ff83816cea0884898d358cd0423b356.eml,0
0,0,0,23,0,0,0,0,0,0,0,0,legit_02198.c08bebb7e1d24a5175846ab55fa47fd3.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02199.663c7327f5f9c7aa46d0fc56fbb68208.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02200.2f5bbdb813d3a4f97b7191e764e1ce61.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02201.1eb2f7b1a998eb4e08c50f05312b48bd.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02202.fd6cdebf0762194039aed87bb12a8cc9.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02203.b3cd1f66645417a8b3efee0c73dc38ac.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02204.ecd97a0ec1b96cb73d8a6765a6cd03cc.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02205.ecb148571da605047c076185be6a53ea.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02206.ea5ab2238a2d2a4eb62debb104235086.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02207.fd9ab7028cda31c1fb223b220113395b.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02208.b6600296e30c947432d10f7b0999638b.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02209.af015c8af7d05a011604be64d0417ed7.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02210.6af0d0f1a0499de6f7774e321080c1c7.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02211.06ce65e84569f2a40763e9c9ac2ee6cc.eml,0
0,0,0,5,0,0,0,0,0,0,0,0,legit_02212.87cbd6ee3c8396df8af3e85edbc62a43.eml,0
0,0,0,6,0,0,0,0,0,0,0,0,legit_02213.c2bba9fc586632714938a0bf1180b74f.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02214.e7a51ad65f79d62757fd8a468952934a.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02215.7378c7c75e977c87de39e8b48291c8b7.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02216.ca589f9f9e1aed8d827e21bacfc5f86c.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02217.480e180ae8976cf6457850fd1ec9eaee.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02218.f615f1b7360b9a22a0c9387f285a5af0.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02219.ac02d646e0a69417b46a3f0f475952f2.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02220.4280613b5d6f26a438b380b45b10c833.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02221.879d8772739a56d751f60d43900609a2.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02222.9bef51f7af05a6b348a6b696c687c23f.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02223.ceda95b7f82b5015e11a6eedcb50378b.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02224.4f3f70256587197ca97a89d947bb3059.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02225.fbb50abca97a353460a3adbfa26b0353.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02226.f0d35bc5878e743c176afbe9b51dc8d2.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02227.bc3b678dc7d0e59974fd2d2bfccfc21f.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02228.af711080d4eb57589dbdae3ebb10cd83.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02229.22705c47166ea4c8a659bb0b0853c121.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02230.83d29be67d33b60cfc25c55a8a7d2c16.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02231.f2e821bac37b113fc3e095f4f597d81d.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02232.5b851f21174e8a172cdeb2c4fac519fd.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02233.371bfe54c9b2da2ccdf0011da37af005.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02234.532c6dfa80ade100533cafbdea1fe348.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02235.d38f9dc34f5f3148e20d0405f31b29f7.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02236.46b510d2f030ddaa7bcc52ef26535bae.eml,0
0,0,0,1,1,0,0,0,0,0,0,0,legit_02237.eb8f3fdf220396347b7d8a454fb9c330.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02238.f3ef4b4b526ba634c07afc13952005c6.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02239.ec845653f8827026a27cb4f5f1c6fb91.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02240.fe7a1b134c52afd2b9a666ee65e789cb.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02241.aaefd69aeb045921a2c82a01c13d225d.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02242.069e8b99ee8a2d62ec97d0e9d389aa5f.eml,0
0,0,0,23,0,0,0,0,0,0,0,0,legit_02243.38fa5e851222887cd610d694989414d5.eml,0
0,0,0,10,0,0,0,0,0,0,0,0,legit_02244.ec757949204665ad24fa1a091258fe86.eml,0
0,0,0,8,0,0,0,0,0,0,0,0,legit_02245.665f72308396aa60a33375e5834de93c.eml,0
0,0,0,6,0,0,0,0,0,0,0,0,legit_02246.b353269018884d01ee252bca5bd419ef.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02247.3e6230c66e51a61da5401d91d914f466.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02248.63dc24958fcab409ff3ea0484ee44c4c.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02249.69c4a67fc3122f5f47bb86de4d3c2872.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02250.f947b89c1c14ac1d0e806219ad0d2161.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02251.d49946be522e8f8b9e639efde9bbf1fd.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02252.ebbd0ad5e87fe492f43719803a2f7360.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02253.d5c5abb3f43de2d174990b4cc271ab5a.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02254.a9356b1df0e51b1825e6339f9d1f42bd.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02255.0c14a8144617b63d1f36d8e2b66f392d.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02256.85f12e332ce4720e3ee4b91ee62c5298.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02257.1a05802599dcab3a54d36deb369f8b37.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02258.30db9327f0a0591eda268a3dd46a42a5.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02259.75e1cd5cf4a8857fb04b58ff179bed51.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02260.6d015856826faa40edaba42f20a69cc5.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02261.cb19fd83782c6695c1172e21a4c72826.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02262.eb4d98f3705c995154ee6c778957e4c4.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02263.6bdea10315e48c5f22133ac71e43488b.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02264.2d1e4f4cd87e96f5ac2f24c992b59e2a.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02265.40b76de637202cfef4db6f2d48508282.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02266.dc8353bea2a93134f0e947ec60106c32.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02267.411e9ce8e8de3ee987f22ab7ce7fc008.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02268.4453eaf85c9daec0bb335986e639dbaa.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02269.ee87871a0b0364173f13977f058f3e19.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02270.860a99063549ce66ec006fa54cf23720.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02271.713bd681f26262b9af956f74fa3f5719.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02272.3f911ccf260be36f08868f4540332f6f.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02273.261b1d4fc305dcb4e604790d2e2d5bb0.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02274.d25fe5d3adc798112cd281bd89d642db.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02275.076ff76b138aa30d495a07d0fe3461bc.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02276.5f58a304eeaaffc11013d50b3752243b.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02277.f693b982e015112a922d663557266509.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02278.5681f9fd02e38391b917d4623ff9d198.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02279.4592a8960372d98328df98397554306a.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02280.db9948c9442aa9465d50aa344043ab74.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02281.0c788946658a7633490bd31043cc513e.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02282.600d0cbbcde2ef57a436ea913c7b4dd6.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02283.e7e38a2cdd5a04ea9543e8173653bd07.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02284.3bab45e6a7f377869d7856d8c1692b59.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02285.55daa852c99a6745283e6917b27e4600.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02286.a21741fc63dabc4454c8d5140d559b22.eml,0
0,0,0,7,0,0,0,0,0,0,0,0,legit_02287.05088931220174dcef44fd30efb3616d.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02288.bea4bfd2ffe3c40c427cd9c579ea4252.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02289.06bd7baa07bfb24600299b47b78abe33.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02290.63a40c780fe1f8e771f62473dc3dce0b.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02291.c5c8900bccc84c58cfb6d73ab1b678c6.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02292.bde66349816068e3b4b5a8914e99097c.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02293.2ae2c667486323afb16d109b406b8783.eml,0
